epoch,epoch,time,learning_rate,total,data,pde,bc,val_mse,val_rel_l2,val_pde
0,0,2.705998182296753,0.001,0.16680519598212543,0.08240607063490765,0.08439912443860031,0.0,8.000941193131439e-05,0.02190072985831648,"tensor(0.0142, device='cuda:0')"
1,1,5.019368648529053,0.001,0.009384603728375114,0.00827230984371499,0.0011122939112870327,0.0,5.031240266362147e-05,0.017058575409464538,"tensor(0.0084, device='cuda:0')"
2,2,7.36395788192749,0.001,0.007117470264012086,0.00606152378617132,0.0010559464662817986,0.0,3.0196784905456298e-05,0.013435566332191229,"tensor(0.0088, device='cuda:0')"
3,3,9.63180661201477,0.001,0.007023487352363184,0.005917458438334313,0.001106028945196803,0.0,2.798186380914558e-05,0.01303164375713095,"tensor(0.0089, device='cuda:0')"
4,4,11.926123857498169,0.001,0.006686114088519879,0.005585873781881751,0.0011002403179906862,0.0,2.4715056952118175e-05,0.011569368361961097,"tensor(0.0092, device='cuda:0')"
5,5,14.118732213973999,0.001,0.0067582280599637655,0.0056769328343794275,0.001081295234253564,0.0,2.6983839461536263e-05,0.012517605850007385,"tensor(0.0102, device='cuda:0')"
6,6,16.31193208694458,0.001,0.006314561839367376,0.005238657493593422,0.0010759043503149762,0.0,4.6133355681377e-05,0.014826856961008161,"tensor(0.0091, device='cuda:0')"
7,7,18.58449673652649,0.001,0.005435020213695706,0.004367367630322457,0.0010676525912168336,0.0,6.361169471347239e-05,0.01826340751722455,"tensor(0.0165, device='cuda:0')"
8,8,20.864521503448486,0.001,0.00655631662894648,0.005473257134939339,0.0010830594863699657,0.0,3.744941886907327e-05,0.012874341337010264,"tensor(0.0149, device='cuda:0')"
9,9,23.15491557121277,0.001,0.006134587349964583,0.005060487994858137,0.001074099351184654,0.0,9.634299203753471e-06,0.007399999391054735,"tensor(0.0112, device='cuda:0')"
10,10,25.40187358856201,0.001,0.005164200824797682,0.004109400985035913,0.0010547998432707411,0.0,1.287837528707314e-05,0.00844312971457839,"tensor(0.0104, device='cuda:0')"
11,11,27.685254096984863,0.001,0.004925243929689024,0.003887056138577825,0.0010381877878086363,0.0,0.00014443762484006584,0.028023117454722524,"tensor(0.0229, device='cuda:0')"
12,12,29.916210889816284,0.001,0.00558904043055331,0.0045249978285150745,0.0010640426222664296,0.0,1.0576405486517615e-05,0.007690783386351541,"tensor(0.0105, device='cuda:0')"
13,13,32.199371576309204,0.001,0.005701190283429538,0.004647959311862628,0.0010532309789976753,0.0,7.273266146512469e-05,0.01878116198349744,"tensor(0.0057, device='cuda:0')"
14,14,34.45971202850342,0.001,0.005248566419018288,0.004213224811618157,0.0010353416144180752,0.0,1.3644470584495139e-05,0.008554371393984184,"tensor(0.0115, device='cuda:0')"
15,15,36.59450912475586,0.001,0.00592215768893824,0.004876199193259186,0.0010459584843264958,0.0,9.739174720380106e-05,0.02119899692479521,"tensor(0.0049, device='cuda:0')"
16,16,38.708503007888794,0.001,0.0066914479677558794,0.005619941129025521,0.0010715068337765145,0.0,1.5670011862312094e-05,0.0092890914529562,"tensor(0.0128, device='cuda:0')"
17,17,40.7802369594574,0.001,0.0049047913313149775,0.0038576256747998245,0.0010471656684869412,0.0,6.89679285414968e-06,0.006199848547112197,"tensor(0.0110, device='cuda:0')"
18,18,43.00960683822632,0.001,0.00591796312269801,0.004855074866093589,0.001062888248141604,0.0,2.9498529670490825e-05,0.01160376175539568,"tensor(0.0144, device='cuda:0')"
19,19,45.21690797805786,0.001,0.005053084105887311,0.004022204066157764,0.0010308800356013449,0.0,7.196578417278943e-05,0.018014234956353903,"tensor(0.0053, device='cuda:0')"
20,20,47.43861484527588,0.001,0.007033073260772524,0.005962346781190511,0.0010707264880448289,0.0,8.949232960731024e-05,0.021707599866203964,"tensor(0.0198, device='cuda:0')"
21,21,49.63453960418701,0.001,0.005013651574519298,0.003969174592610422,0.0010444769914037422,0.0,5.959009740763577e-05,0.016238364158198237,"tensor(0.0061, device='cuda:0')"
22,22,51.94755172729492,0.001,0.004961984476457674,0.003942035787560521,0.0010199486959150972,0.0,8.17188674773206e-06,0.006840881775133312,"tensor(0.0117, device='cuda:0')"
23,23,54.20010328292847,0.001,0.005577980486200528,0.00453383826274187,0.001044142207771487,0.0,2.7173703415428463e-05,0.011696228932123631,"tensor(0.0144, device='cuda:0')"
24,24,56.406065940856934,0.001,0.005196132961369998,0.004158718149831637,0.001037414827844762,0.0,5.334166166903742e-05,0.016233210102654994,"tensor(0.0063, device='cuda:0')"
25,25,58.69774031639099,0.001,0.005344277019909722,0.004322426728838196,0.001021850284259991,0.0,1.722148215321795e-05,0.010135888471268117,"tensor(0.0099, device='cuda:0')"
26,26,60.89160966873169,0.001,0.0049599970786680355,0.00392936298488276,0.0010306340913083536,0.0,1.477143763395361e-05,0.009101104747969657,"tensor(0.0119, device='cuda:0')"
27,27,63.120004415512085,0.001,0.0050094754464845076,0.0039712594514910845,0.001038215996438294,0.0,8.619494337835931e-05,0.019269059412181377,"tensor(0.0051, device='cuda:0')"
28,28,65.2020537853241,0.001,0.00489506253094168,0.0038613970779503384,0.0010336654573259545,0.0,5.455092150441487e-05,0.015788879594765604,"tensor(0.0059, device='cuda:0')"
29,29,67.39351844787598,0.001,0.005629371637016112,0.004602062772688661,0.0010273088478146399,0.0,9.227918963006232e-05,0.021077674347907305,"tensor(0.0207, device='cuda:0')"
30,30,69.6685299873352,0.001,0.005729299358997151,0.004694507500249232,0.001034791857715868,0.0,3.589152106542315e-05,0.012999392813071609,"tensor(0.0161, device='cuda:0')"
31,31,71.7554612159729,0.001,0.005167920243140336,0.00413621957777134,0.0010317006604151522,0.0,1.2800404533663823e-05,0.007935419969726354,"tensor(0.0123, device='cuda:0')"
32,32,73.86724138259888,0.001,0.004426201313390588,0.0034080693243956524,0.0010181319671154604,0.0,2.0704354255940416e-05,0.010848793259356171,"tensor(0.0126, device='cuda:0')"
33,33,76.16484069824219,0.001,0.005249319134068722,0.004220473031837044,0.0010288460805586122,0.0,3.921460165656754e-05,0.01285979663953185,"tensor(0.0161, device='cuda:0')"
34,34,78.31096386909485,0.001,0.005736440976632508,0.004707223538421623,0.0010292174392429359,0.0,1.897564129649254e-05,0.009902750491164625,"tensor(0.0088, device='cuda:0')"
35,35,80.51480650901794,0.001,0.004423918463421841,0.003406399895655031,0.0010175185756103949,0.0,1.9152896811647224e-05,0.010061477485578507,"tensor(0.0076, device='cuda:0')"
